sp_id	sp_hh_id	age	sex	work_id
2472	993	7	M	13
2473	2293	9	F	13
2474	1324	9	M	13
2475	1386	10	M	10
2476	2434	8	M	10
2477	2807	9	M	7
2478	2462	9	M	5
2479	1302	11	M	20
2480	2763	11	F	7
2481	759	12	F	20
2482	747	13	M	10
2483	593	13	F	10
2484	1549	7	M	13
2485	2887	13	F	15
2486	16	10	M	6
2487	993	7	M	20
2488	1069	12	M	12
2489	1345	11	F	19
2490	2699	13	M	11
2491	2196	8	M	6
2492	2403	11	F	1
2493	3308	14	F	2
2494	703	10	M	15
2495	613	11	F	4
2496	105	10	F	5
2497	1498	10	M	15
2498	396	10	M	11
2499	2654	12	M	10
2500	3292	10	M	17
2501	2011	74	F	X
2502	851	38	M	197
2503	1989	64	M	215
2504	442	63	M	251
2505	1669	65	F	X
2506	873	50	M	173
2507	667	48	M	215
2508	1052	50	M	129
2509	2842	20	F	166
2510	2523	53	M	150
2511	628	56	M	159
2512	1429	72	M	X
2513	2550	26	M	102
2514	348	17	F	8
2515	1264	32	F	104
2516	1018	54	M	127
2517	570	35	F	207
2518	2743	29	F	238
2519	2074	40	M	299
2520	3149	22	M	200
2521	1953	56	F	299
2522	2265	58	M	175
2523	1352	28	M	114
2524	2885	16	M	19
2525	2822	51	M	147
2526	3095	52	F	226
2527	670	55	M	145
2528	718	76	F	X
2529	2358	74	M	X
2530	2647	28	M	127
2531	267	16	F	7
2532	1439	31	F	298
2533	2694	42	F	193
2534	1357	49	F	181
2535	1023	19	M	187
2536	2038	79	M	X
2537	2498	54	F	233
2538	565	70	M	X
2539	1271	50	M	285
2540	1060	59	M	167
2541	1425	37	F	154
2542	28	61	F	294
2543	220	45	F	276
2544	406	25	F	217
2545	1638	24	F	278
2546	1799	28	F	286
2547	2319	24	F	233
2548	1760	15	M	12
2549	1675	19	M	150
2550	792	34	F	137
2551	963	22	M	238
2552	1310	57	M	279
2553	834	15	F	20
2554	317	71	M	X
2555	1321	78	M	X
2556	2386	42	F	109
2557	1331	51	F	125
2558	351	61	M	147
2559	511	51	F	190
2560	2573	63	F	213
2561	492	58	M	113
2562	1932	70	F	X
2563	1618	42	M	199
2564	2057	20	F	286
2565	1521	75	M	X
2566	1584	34	F	111
2567	2609	16	M	20
2568	2488	51	F	222
2569	1576	34	M	122
2570	2840	40	F	184
2571	1762	43	M	171
2572	1992	15	F	7
2573	3180	49	M	221
2574	1269	73	M	X
2575	3327	47	F	236
2576	2081	65	F	X
2577	1047	26	M	194
2578	2893	34	F	124
2579	2614	67	M	X
2580	49	57	M	116
2581	462	64	M	269
2582	2638	43	M	128
2583	336	71	M	X
2584	1382	53	M	287
2585	1146	70	F	X
2586	359	57	M	166
2587	2394	64	M	184
2588	193	37	M	156
2589	1440	58	M	171
2590	1401	52	M	113
2591	756	37	F	138
2592	1685	59	F	243
2593	3218	66	M	X
2594	2526	64	M	117
2595	828	22	M	174
2596	890	15	F	6
2597	653	22	F	119
2598	2456	43	M	216
2599	2334	19	F	273
2600	1922	61	M	216
2601	851	48	M	272
2602	111	79	F	X
2603	620	69	F	X
2604	793	57	F	103
2605	2098	44	F	183
2606	3086	31	F	247
2607	1158	40	M	238
2608	588	22	F	213
2609	2644	61	M	164
2610	2718	60	F	245
2611	1310	47	M	266
2612	1958	15	F	12
2613	2362	33	F	217
2614	2654	45	M	199
2615	297	28	F	117
2616	1630	67	M	X
2617	569	62	F	274
2618	1188	76	M	X
2619	832	78	M	X
2620	610	77	F	X
2621	16	47	F	258
2622	3150	55	F	227
2623	1370	62	F	266
2624	72	27	F	137
2625	270	45	M	274
2626	287	18	F	297
2627	66	33	F	235
2628	880	27	M	203
2629	68	37	M	292
2630	1217	15	F	13
2631	3127	68	M	X
2632	3028	29	F	154
2633	1403	79	M	X
2634	974	29	M	187
2635	3240	35	M	184
2636	508	33	F	208
2637	2885	74	M	X
2638	1126	47	F	142
2639	886	63	F	231
2640	2842	49	F	170
2641	2470	58	M	287
2642	1988	25	F	111
2643	775	60	M	158
2644	2526	23	M	281
2645	926	17	F	12
2646	120	40	F	115
2647	1939	62	F	233
2648	488	42	F	113
2649	3233	40	F	214
2650	2126	39	M	211
2651	3110	26	M	222
2652	441	19	F	157
2653	462	62	F	258
2654	612	51	F	268
2655	1318	58	M	219
2656	1660	29	M	134
2657	917	57	F	109
2658	3164	62	F	180
2659	2657	60	M	257
2660	6	57	M	143
2661	681	35	F	282
2662	2943	37	F	170
2663	2319	61	M	117
2664	1644	29	M	182
2665	2859	39	M	178
2666	2607	50	M	185
2667	99	65	M	X
2668	526	29	F	266
2669	2242	35	F	141
2670	1181	27	M	281
2671	1690	33	M	223
2672	1139	48	M	129
2673	396	66	M	X
2674	770	41	F	119
2675	1827	43	F	225
2676	3072	42	F	195
2677	1546	49	F	224
2678	2928	22	M	141
2679	3286	30	M	188
2680	2793	50	F	186
2681	683	44	M	104
2682	1557	32	F	149
2683	15	16	M	9
2684	2416	63	M	193
2685	2686	18	F	266
2686	2901	21	M	156
2687	1237	53	M	284
2688	2748	27	M	264
2689	5	45	F	234
2690	2279	77	M	X
2691	3273	70	M	X
2692	1909	56	M	232
2693	1426	75	F	X
2694	3221	56	M	150
2695	1608	70	M	X
2696	3060	50	F	205
2697	3298	21	M	235
2698	2634	68	M	X
2699	169	15	M	9
2700	2809	58	F	110
2701	792	59	M	249
2702	1000	61	M	197
2703	152	27	F	198
2704	3064	36	F	238
2705	2272	35	M	287
2706	504	23	M	195
2707	1574	40	M	205
2708	2092	23	F	242
2709	2745	29	M	265
2710	504	24	F	100
2711	3313	56	M	145
2712	2978	38	F	187
2713	843	63	F	270
2714	351	40	F	121
2715	2071	51	M	102
2716	1660	64	F	241
2717	598	38	F	229
2718	1067	33	M	160
2719	2514	74	F	X
2720	40	53	F	259
2721	2351	32	M	137
2722	175	33	F	145
2723	999	50	M	269
2724	1485	69	M	X
2725	2669	61	M	233
2726	1217	63	F	140
2727	2292	47	M	252
2728	836	35	F	238
2729	2328	36	F	209
2730	1060	62	F	140
2731	2605	51	F	298
2732	898	29	M	156
2733	1564	49	M	273
2734	3226	46	F	222
2735	1047	25	F	185
2736	2767	24	M	275
2737	932	71	M	X
2738	2139	39	M	162
2739	2438	16	F	7
2740	2598	78	M	X
2741	2979	49	M	237
2742	1252	21	M	297
2743	1226	32	F	292
2744	1374	56	M	286
2745	1062	53	M	263
2746	2781	55	M	126
2747	500	38	F	282
2748	1723	74	F	X
2749	3115	60	M	297
2750	2919	33	F	180
2751	2565	56	F	280
2752	2116	46	M	206
2753	1764	53	F	287
2754	2171	50	M	288
2755	1709	50	F	135
2756	336	17	F	9
2757	1177	22	M	127
2758	3022	55	M	115
2759	779	27	M	134
2760	1186	63	F	263
2761	3286	74	F	X
2762	1934	16	F	3
2763	1467	74	F	X
2764	2471	19	M	246
2765	1562	58	M	284
2766	939	41	M	221
2767	804	46	M	260
2768	1936	35	M	122
2769	634	22	F	218
2770	1254	64	F	162
2771	1083	58	M	169
2772	2144	72	F	X
2773	1286	17	F	3
2774	354	16	F	3
2775	1160	58	M	179
2776	1886	16	F	10
2777	1819	49	M	158
2778	967	44	F	252
2779	2971	22	F	116
2780	2521	36	M	138
2781	2478	58	M	176
2782	3023	72	M	X
2783	2585	50	M	191
2784	1170	45	F	266
2785	1548	61	M	123
2786	2135	69	M	X
2787	109	76	F	X
2788	1369	44	F	265
2789	1758	69	F	X
2790	994	30	M	187
2791	1518	26	M	284
2792	1357	31	F	143
2793	822	30	F	135
2794	937	26	F	198
2795	3053	22	M	169
2796	2697	17	F	16
2797	191	30	M	144
2798	1997	44	M	253
2799	933	37	F	238
2800	142	19	M	279
2801	1893	79	M	X
2802	3145	44	M	252
2803	2888	35	M	130
2804	3239	36	M	184
2805	2216	46	M	144
2806	566	47	F	214
2807	1283	30	M	166
2808	1463	52	F	175
2809	1135	28	M	139
2810	744	50	F	273
2811	673	37	F	281
2812	2912	16	F	9
2813	2887	79	M	X
2814	531	66	M	X
2815	1314	76	M	X
2816	3022	37	M	219
2817	562	40	M	180
2818	1534	69	M	X
2819	2223	20	F	137
2820	302	49	M	199
2821	185	36	M	263
2822	510	57	M	271
2823	2867	29	F	156
2824	1334	74	F	X
2825	1370	26	F	165
2826	3153	63	F	129
2827	2204	56	M	109
2828	2835	52	M	160
2829	795	59	F	290
2830	2480	49	F	135
2831	1524	44	M	153
2832	761	44	F	196
2833	2195	20	F	292
2834	2529	21	F	103
2835	435	66	F	X
2836	1543	28	M	282
2837	2039	29	F	153
2838	1707	35	M	210
2839	69	49	F	190
2840	1630	16	F	10
2841	1905	49	M	252
2842	2923	34	M	180
2843	2234	24	F	158
2844	2952	39	F	284
2845	2730	39	F	281
2846	2252	68	M	X
2847	554	47	F	143
2848	2061	50	F	279
2849	2714	28	M	175
2850	1298	79	F	X
2851	2099	68	F	X
2852	500	66	F	X
2853	2417	17	M	16
2854	2772	55	F	200
2855	2405	20	F	224
2856	3075	39	F	115
2857	3326	27	F	154
2858	2895	22	M	288
2859	1530	35	F	194
2860	2304	39	F	178
2861	3222	59	F	176
2862	1512	74	F	X
2863	279	26	M	139
2864	1083	46	F	120
2865	446	27	F	165
2866	2161	45	M	235
2867	836	34	F	298
2868	755	32	M	109
2869	1846	74	F	X
2870	1593	77	M	X
2871	1513	20	M	284
2872	1431	46	F	231
2873	2415	57	M	142
2874	1084	16	M	9
2875	2377	74	F	X
2876	2776	37	F	162
2877	3054	45	F	270
2878	1591	19	F	294
2879	1909	48	F	181
2880	2768	24	F	150
2881	3135	16	F	14
2882	2232	25	F	155
2883	1023	64	F	270
2884	2359	45	M	251
2885	1562	70	M	X
2886	177	23	M	133
2887	3145	35	M	158
2888	847	42	M	229
2889	3239	76	M	X
2890	1249	21	M	229
2891	1601	30	F	237
2892	1605	18	M	250
2893	1976	18	M	242
2894	2057	54	M	217
2895	236	31	M	227
2896	710	66	M	X
2897	2972	66	F	X
2898	2733	50	M	116
2899	794	52	M	181
2900	3100	64	F	113
2901	2856	77	M	X
2902	1935	77	F	X
2903	1670	76	F	X
2904	27	21	F	180
2905	2598	41	M	222
2906	3268	28	M	115
2907	1227	19	F	131
2908	85	69	M	X
2909	1856	16	M	6
2910	3102	76	F	X
2911	2514	35	F	261
2912	1123	35	M	197
2913	1214	24	F	243
2914	12	72	F	X
2915	1013	53	M	261
2916	3102	19	M	203
2917	1749	79	F	X
2918	3110	27	M	225
2919	1877	67	M	X
2920	2620	59	M	298
2921	1318	46	M	260
2922	1384	50	M	167
2923	1679	74	M	X
2924	2962	25	F	270
2925	180	77	F	X
2926	797	35	F	163
2927	3184	66	F	X
2928	1468	69	F	X
2929	3093	40	M	170
2930	3217	48	M	117
2931	2025	66	F	X
2932	3218	66	M	X
2933	2489	43	F	295
2934	887	52	M	212
2935	2469	56	F	224
2936	1190	35	M	226
2937	1676	56	F	160
2938	3275	27	M	174
2939	1520	78	F	X
2940	2516	31	M	206
2941	2761	23	M	247
2942	2433	55	F	238
2943	2362	15	F	15
2944	771	16	F	14
2945	1279	74	F	X
2946	959	62	F	291
2947	917	43	F	180
2948	2071	24	F	205
2949	1782	72	F	X
2950	339	74	M	X
2951	1517	35	M	127
2952	2871	42	M	275
2953	2414	48	M	262
2954	1396	22	F	107
2955	915	73	M	X
2956	1854	63	M	190
2957	3291	31	F	249
2958	475	74	M	X
2959	1447	59	F	220
2960	1380	46	M	251
2961	1484	58	M	165
2962	2075	79	F	X
2963	2990	22	F	194
2964	2850	57	M	163
2965	801	15	M	1
2966	2908	65	M	X
2967	1247	38	F	224
2968	864	38	F	113
2969	2738	31	F	124
2970	1172	19	F	199
2971	739	34	F	204
2972	1375	35	F	230
2973	3258	72	M	X
2974	2463	45	F	232
2975	982	25	F	164
2976	2477	66	M	X
2977	2089	29	M	281
2978	2953	21	F	118
2979	1012	42	F	205
2980	2751	65	F	X
2981	2127	72	F	X
2982	717	19	M	153
2983	1808	19	M	237
2984	2592	22	M	243
2985	1474	78	F	X
2986	2522	24	M	203
2987	1166	52	F	273
2988	3323	22	M	256
2989	2342	39	F	114
2990	610	64	F	147
2991	2184	63	M	238
2992	2532	50	M	133
2993	1813	55	F	263
2994	1336	76	M	X
2995	2862	24	F	257
2996	555	35	F	198
2997	1656	50	M	118
2998	1756	26	M	295
2999	46	16	F	6
3000	1260	27	F	214
3001	1072	67	F	X
3002	2246	46	F	260
3003	2132	30	F	195
3004	543	46	F	174
3005	3233	46	M	249
3006	1452	25	M	135
3007	2119	24	M	250
3008	2568	29	F	162
3009	1993	31	F	253
3010	2946	54	M	287
3011	913	32	M	192
3012	3124	69	M	X
3013	1069	39	F	104
3014	2341	73	F	X
3015	2986	36	F	281
3016	812	44	M	265
3017	1489	58	M	289
3018	1909	46	M	124
3019	1574	65	F	X
3020	867	60	M	197
3021	2428	35	M	111
3022	3055	46	F	249
3023	1767	53	F	236
3024	2310	26	M	183
3025	580	61	F	128
3026	3251	32	M	271
3027	2405	35	F	208
3028	1443	27	F	126
3029	698	35	F	154
3030	1977	22	F	232
3031	3273	60	F	151
3032	3085	21	F	112
3033	2491	37	M	141
3034	726	36	M	242
3035	286	36	M	178
3036	1892	43	F	117
3037	3330	27	F	149
3038	570	16	M	2
3039	2888	43	M	186
3040	1965	66	M	X
3041	1514	41	F	206
3042	498	64	M	240
3043	1918	37	M	295
3044	705	58	M	146
3045	1357	36	M	188
3046	562	57	F	277
3047	1999	51	M	111
3048	32	75	M	X
3049	43	70	F	X
3050	1917	17	F	13
3051	1375	77	F	X
3052	1846	33	F	236
3053	559	37	F	158
3054	2318	43	M	272
3055	1437	44	M	297
3056	943	53	M	142
3057	1599	39	F	173
3058	3091	22	M	122
3059	1371	72	F	X
3060	1929	30	F	178
3061	1637	15	M	13
3062	2085	19	F	122
3063	92	17	M	8
3064	1844	79	F	X
3065	185	18	M	200
3066	728	78	F	X
3067	1052	24	F	261
3068	1572	35	F	243
3069	2420	60	M	290
3070	832	41	F	208
3071	345	55	M	278
3072	1443	27	F	210
3073	1220	23	M	259
3074	2126	50	F	265
3075	167	72	M	X
3076	3162	68	F	X
3077	264	26	F	283
3078	1496	28	F	296
3079	1232	48	M	116
3080	2772	67	F	X
3081	1287	34	F	185
3082	1530	30	F	138
3083	1809	70	M	X
3084	2560	72	F	X
3085	1878	18	M	140
3086	1750	18	M	147
3087	1910	34	F	255
3088	2624	24	F	176
3089	2770	38	M	277
3090	1336	40	M	100
3091	1198	51	F	216
3092	2479	68	M	X
3093	768	35	M	277
3094	2511	52	F	118
3095	101	60	F	158
3096	3088	18	M	295
3097	1733	74	M	X
3098	3330	71	F	X
3099	1920	59	M	206
3100	2292	34	M	294
3101	1372	31	F	268
3102	3321	18	M	237
3103	105	28	M	127
3104	694	17	M	2
3105	1691	72	M	X
3106	1311	69	F	X
3107	3241	18	M	138
3108	1071	38	M	225
3109	1067	48	F	182
3110	818	44	M	205
3111	2269	33	M	283
3112	1537	45	F	279
3113	2192	74	M	X
3114	890	74	M	X
3115	3100	33	M	209
3116	1878	63	M	220
3117	1874	77	M	X
3118	790	36	M	206
3119	553	38	M	230
3120	844	44	F	122
3121	659	72	F	X
3122	2885	45	F	244
3123	1019	78	M	X
3124	1954	33	F	170
3125	1191	62	F	253
3126	751	59	F	206
3127	2297	69	F	X
3128	775	69	M	X
3129	2812	32	M	245
3130	1381	77	M	X
3131	3183	61	F	145
3132	692	71	M	X
3133	2868	59	F	169
3134	719	47	M	130
3135	234	31	M	192
3136	2072	18	F	236
3137	3098	34	F	217
3138	1405	61	M	262
3139	1006	29	M	180
3140	1370	61	M	159
3141	1402	23	F	175
3142	2570	30	F	162
3143	2065	75	F	X
3144	2293	24	F	199
3145	2766	64	M	279
3146	2818	17	F	16
3147	717	65	F	X
3148	1563	33	F	288
3149	1712	56	M	251
3150	1226	49	M	173
3151	1272	60	F	157
3152	2166	40	F	291
3153	9	78	M	X
3154	598	51	M	129
3155	23	63	F	256
3156	1991	35	M	109
3157	2288	78	F	X
3158	1609	19	M	138
3159	2075	18	F	154
3160	3032	53	F	127
3161	1105	49	F	245
3162	2247	15	F	9
3163	2823	38	M	217
3164	92	71	M	X
3165	851	55	F	213
3166	1983	68	M	X
3167	1108	60	F	174
3168	300	74	M	X
3169	2344	74	F	X
3170	2695	71	M	X
3171	1478	45	M	164
3172	1305	38	M	180
3173	1001	50	M	199
3174	1083	44	F	199
3175	2957	38	F	145
3176	2919	44	M	159
3177	1366	21	M	236
3178	2801	49	M	272
3179	2390	69	M	X
3180	2110	28	F	287
3181	776	24	M	255
3182	2673	30	M	196
3183	1453	68	M	X
3184	1682	58	M	102
3185	1752	59	M	278
3186	2304	70	M	X
3187	2876	71	M	X
3188	3062	35	M	235
3189	1852	64	F	213
3190	1898	47	M	297
3191	1730	21	M	286
3192	1328	29	M	215
3193	615	46	M	288
3194	245	34	F	157
3195	757	29	M	169
3196	824	62	F	192
3197	2828	35	F	239
3198	2780	56	F	236
3199	1847	40	F	204
3200	1436	28	M	148
3201	2926	71	F	X
3202	1241	51	F	182
3203	516	72	M	X
3204	474	35	F	116
3205	36	17	F	16
3206	3250	51	F	271
3207	1411	63	F	259
3208	1793	33	M	262
3209	3089	26	F	148
3210	1735	75	M	X
3211	830	55	M	281
3212	3120	47	M	243
3213	3134	64	F	184
3214	1093	47	F	111
3215	2414	38	M	225
3216	1186	75	M	X
3217	1763	75	M	X
3218	945	42	M	197
3219	3024	72	M	X
3220	1512	57	M	235
3221	431	55	F	248
3222	2023	53	F	147
3223	859	63	F	235
3224	230	31	M	127
3225	2418	79	F	X
3226	178	19	M	179
3227	1434	16	M	10
3228	2616	36	F	151
3229	1614	71	M	X
3230	3278	30	F	242
3231	2841	65	F	X
3232	1764	53	F	231
3233	2948	54	M	189
3234	1775	52	M	161
3235	975	74	M	X
3236	82	73	F	X
3237	846	24	M	206
3238	2810	78	F	X
3239	1217	77	M	X
3240	618	63	F	231
3241	3261	78	F	X
3242	3146	46	M	140
3243	3082	21	M	198
3244	2264	35	F	154
3245	2338	34	F	127
3246	445	40	M	200
3247	923	29	F	146
3248	2600	28	M	236
3249	193	41	M	229
3250	1663	54	F	294
3251	289	72	M	X
3252	2631	42	F	216
3253	1168	40	M	207
3254	1431	77	F	X
3255	1835	39	M	275
3256	2905	17	M	5
3257	1971	58	F	127
3258	2829	56	M	178
3259	896	20	F	113
3260	920	53	F	145
3261	2612	66	F	X
3262	2035	37	F	240
3263	1553	64	F	115
3264	1701	57	M	267
3265	2061	33	M	299
3266	1726	65	M	X
3267	3035	25	M	257
3268	2388	26	M	180
3269	2913	22	M	292
3270	1898	38	M	157
3271	1800	55	F	147
3272	312	50	F	148
3273	2781	69	F	X
3274	1128	23	M	188
3275	339	61	F	229
3276	3270	29	M	113
3277	2348	62	M	202
3278	359	56	M	220
3279	2217	74	F	X
3280	1173	26	F	244
3281	2809	16	F	10
3282	768	21	M	169
3283	3030	17	M	7
3284	2090	17	M	6
3285	202	41	M	264
3286	3018	54	F	163
3287	3316	47	F	257
3288	1693	15	F	2
3289	464	22	F	117
3290	449	46	M	162
3291	913	62	M	148
3292	798	18	F	155
3293	794	33	M	190
3294	437	46	M	157
3295	1917	23	F	254
3296	1774	26	F	154
3297	531	25	M	184
3298	565	60	F	118
3299	1621	30	F	250
3300	1297	15	F	7
3301	2920	77	F	X
3302	213	35	F	211
3303	949	44	F	207
3304	1128	27	F	146
3305	192	48	F	206
3306	1404	18	F	293
3307	1991	42	M	278
3308	1105	73	F	X
3309	705	41	F	183
3310	549	39	F	255
3311	1862	17	M	15
3312	154	39	F	243
3313	1666	34	F	196
3314	571	48	M	146
3315	1785	40	M	290
3316	2288	19	F	239
3317	2422	75	M	X
3318	805	23	M	202
3319	799	64	M	270
3320	3276	20	M	183
3321	611	74	M	X
3322	2736	58	F	256
3323	2822	25	M	148
3324	1807	61	F	230
3325	143	17	F	16
3326	3261	44	F	296
3327	272	35	M	159
3328	1556	42	F	165
3329	2474	76	M	X
3330	2094	47	F	186
3331	2143	49	F	225
3332	2112	66	F	X
3333	2461	48	M	125
3334	3081	55	F	170
3335	459	65	M	X
3336	1739	61	M	173
3337	1433	72	M	X
3338	2518	71	F	X
3339	2858	37	F	296
3340	506	62	F	146
3341	1710	36	F	175
3342	1097	31	M	195
3343	84	25	F	269
3344	59	29	M	130
3345	1045	49	M	121
3346	1482	47	F	116
3347	2966	30	F	247
3348	2205	48	M	235
3349	1353	54	M	197
3350	1597	42	F	148
3351	576	61	F	186
3352	2885	53	F	137
3353	680	34	M	152
3354	203	15	M	13
3355	1130	77	F	X
3356	3194	18	M	256
3357	318	72	M	X
3358	1206	39	M	299
3359	1639	61	M	238
3360	1797	52	F	274
3361	406	29	M	272
3362	3034	77	F	X
3363	2997	35	F	117
3364	3142	71	M	X
3365	3232	67	F	X
3366	3312	60	F	149
3367	3210	28	F	188
3368	2543	31	M	276
3369	679	53	F	249
3370	1271	23	M	144
3371	1890	20	F	288
3372	1548	37	F	226
3373	3315	73	F	X
3374	1644	60	F	192
3375	1360	52	M	120
3376	1446	28	F	298
3377	835	76	F	X
3378	2242	49	F	288
3379	2356	33	M	175
3380	1669	44	M	263
3381	1931	39	F	251
3382	2554	54	F	259
3383	281	28	F	190
3384	2723	40	F	286
3385	1814	36	M	195
3386	933	62	M	195
3387	2763	65	M	X
3388	608	17	F	11
3389	483	56	F	209
3390	1247	33	F	181
3391	1773	42	F	227
3392	2165	59	M	202
3393	3016	77	M	X
3394	192	33	M	232
3395	2836	61	F	243
3396	2666	28	F	238
3397	2018	52	F	134
3398	2564	67	F	X
3399	307	75	F	X
3400	532	50	M	211
3401	122	54	F	269
3402	2697	44	F	186
3403	592	23	M	218
3404	3226	78	M	X
3405	2918	47	F	197
3406	1476	66	M	X
3407	3241	28	F	180
3408	59	67	F	X
3409	2349	73	M	X
3410	2601	55	F	237
3411	1574	22	F	181
3412	1141	16	F	12
3413	1811	55	M	235
3414	1806	69	M	X
3415	3199	30	M	125
3416	399	76	M	X
3417	2563	62	F	102
3418	2853	44	M	158
3419	2546	26	F	215
3420	942	49	M	230
3421	528	25	M	265
3422	2446	78	F	X
3423	1775	64	M	229
3424	1422	35	M	244
3425	1670	62	F	135
3426	1551	34	M	185
3427	436	58	F	197
3428	840	47	M	223
3429	360	75	F	X
3430	1153	23	M	172
3431	864	49	F	209
3432	2682	79	M	X
3433	3313	22	F	221
3434	1651	59	M	229
3435	1733	61	M	261
3436	1246	54	M	126
3437	2262	68	F	X
3438	916	60	F	264
3439	2640	61	M	298
3440	1799	29	M	249
3441	2183	33	M	167
3442	2802	40	M	113
3443	386	66	M	X
3444	1327	36	M	197
3445	1806	35	M	122
3446	1586	65	M	X
3447	1213	52	M	271
3448	1550	34	M	292
3449	389	43	F	214
3450	2792	65	F	X
3451	3333	18	M	211
3452	704	69	M	X
3453	2973	42	M	195
3454	1739	18	F	177
3455	2821	36	F	160
3456	3185	59	M	184
3457	864	48	M	282
3458	1060	69	M	X
3459	79	15	F	15
3460	1299	52	F	170
3461	1302	20	F	184
3462	674	39	F	149
3463	2360	31	M	239
3464	204	75	M	X
3465	985	26	M	114
3466	1976	20	M	244
3467	17	41	M	133
3468	476	22	F	134
3469	1017	79	M	X
3470	210	71	M	X
3471	499	54	F	138
3472	429	28	M	282
3473	3150	49	M	286
3474	3152	62	M	232
3475	1330	70	F	X
3476	2106	63	M	129
3477	1554	27	F	231
3478	1232	75	F	X
3479	1535	63	F	242
3480	3207	60	F	202
3481	1868	76	M	X
3482	3042	22	F	262
3483	2570	57	M	173
3484	2629	34	F	154
3485	1877	53	M	293
3486	899	63	M	159
3487	1107	78	M	X
3488	2669	76	M	X
3489	1068	68	M	X
3490	1507	23	M	123
3491	3014	51	M	121
3492	2958	63	M	271
3493	1668	55	M	131
3494	493	31	M	194
3495	2547	35	F	182
3496	3090	65	M	X
3497	605	73	M	X
3498	948	53	M	278
3499	294	69	F	X
3500	1172	55	F	102
3501	2019	53	M	169
3502	172	27	M	259
3503	1587	78	F	X
3504	531	25	M	229
3505	1144	33	M	187
3506	1860	25	F	208
3507	1761	60	F	158
3508	2114	59	M	176
3509	2189	15	M	14
3510	2494	54	M	150
3511	189	33	F	238
3512	158	75	M	X
3513	2718	26	M	177
3514	1971	75	F	X
3515	246	47	M	179
3516	2904	59	M	109
3517	2992	22	M	179
3518	2796	39	M	223
3519	3105	60	F	285
3520	2378	44	F	133
3521	2560	61	F	220
3522	850	63	M	179
3523	1811	61	M	152
3524	1095	32	M	255
3525	1337	47	M	117
3526	2127	50	F	253
3527	169	33	M	201
3528	2858	42	M	234
3529	3031	54	M	272
3530	2228	29	F	197
3531	1652	55	M	144
3532	2308	53	M	298
3533	1510	16	M	1
3534	1796	77	M	X
3535	3077	43	M	134
3536	2345	65	F	X
3537	620	24	M	279
3538	2903	28	M	213
3539	2408	65	M	X
3540	2165	53	M	120
3541	357	42	M	255
3542	3005	17	F	12
3543	2487	41	M	179
3544	1678	16	F	10
3545	1212	52	F	250
3546	1305	17	M	16
3547	1535	30	M	279
3548	1490	54	F	242
3549	3187	16	M	11
3550	1964	55	F	149
3551	3308	26	F	105
3552	1362	49	M	260
3553	2570	79	M	X
3554	199	69	F	X
3555	1788	59	M	161
3556	1074	76	F	X
3557	1166	63	F	154
3558	1807	39	M	266
3559	1538	37	F	239
3560	2718	38	F	215
3561	3102	52	F	130
3562	3154	42	F	173
3563	31	35	F	280
3564	3056	68	F	X
3565	2381	32	M	133
3566	660	50	F	268
3567	2225	59	F	109
3568	2418	67	M	X
3569	547	44	M	151
3570	2583	74	M	X
3571	1130	46	F	284
3572	2145	42	M	177
3573	2278	58	F	102
3574	2275	55	F	284
3575	371	77	F	X
3576	1124	37	F	260
3577	1469	62	M	234
3578	1492	46	F	103
3579	2103	71	F	X
3580	3267	47	F	266
3581	2472	38	F	147
3582	2363	53	F	173
3583	1152	48	F	178
3584	2080	70	M	X
3585	93	42	M	243
3586	2567	51	F	265
3587	1282	21	F	103
3588	2901	51	F	103
3589	1926	70	F	X
3590	1244	79	F	X
3591	2800	79	M	X
3592	3178	61	F	219
3593	1572	34	M	218
3594	416	33	M	254
3595	2605	43	M	116
3596	2414	74	M	X
3597	1545	32	M	195
3598	2647	49	F	169
3599	2379	57	F	281
3600	689	25	F	196
3601	1666	63	F	107
3602	2059	52	M	213
3603	2866	78	M	X
3604	1531	22	F	280
3605	419	48	M	104
3606	1146	62	F	296
3607	911	70	M	X
3608	3307	79	M	X
3609	1355	45	M	146
3610	1567	18	M	139
3611	2396	64	F	221
3612	3006	44	M	234
3613	412	73	F	X
3614	1248	59	F	239
3615	153	18	M	193
3616	1236	40	F	252
3617	92	41	F	127
3618	331	60	F	270
3619	1665	78	F	X
3620	955	65	M	X
3621	3018	64	M	176
3622	2602	20	M	274
3623	2978	73	M	X
3624	1252	29	F	148
3625	194	44	F	185
3626	530	56	M	153
3627	2893	51	M	117
3628	1267	56	F	126
3629	1474	49	M	171
3630	639	20	F	233
3631	1611	32	M	221
3632	1598	43	F	204
3633	2526	73	F	X
3634	2528	61	M	168
3635	2336	31	M	170
3636	698	36	M	249
3637	2046	51	F	286
3638	1702	63	M	274
3639	2743	27	M	216
3640	540	48	M	295
3641	330	67	M	X
3642	470	65	M	X
3643	2897	17	F	19
3644	534	56	M	208
3645	1963	46	M	196
3646	467	65	M	X
3647	3025	60	M	100
3648	2468	35	F	281
3649	3194	58	F	273
3650	762	25	M	268
3651	1006	15	M	12
3652	891	77	M	X
3653	2356	38	F	213
3654	1956	27	F	140
3655	2972	25	M	107
3656	2382	65	F	X
3657	954	31	F	259
3658	1444	38	F	129
3659	3070	33	F	145
3660	1673	51	F	204
3661	2837	22	F	279
3662	832	42	M	195
3663	844	19	F	160
